HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	FemaleMaturity_days	Male maturity_days	GestationPerIncubation_days	Weaning_days	LitterPerClutchSize	LittersPerClutchesPerYear	InterlitterPerInterbirthInterval	Birth weight_g	Weaning weight_g	AdultWeight_g	GrowthRatePerDay	MaximumLong_Years	Source	SpecimenOrigin	SampleSize	DataQuality	IMRperYear	MRDT_yrs	MetabolicRate_W	BodyMass_g	Temperature_K
2244	Animalia	Chordata	Mammalia	Lagomorpha	Ochotonidae	Ochotona	hyperborea			28		3			9.6		120		9.4	671	captivity	small	acceptable					
2245	Animalia	Chordata	Mammalia	Lagomorpha	Ochotonidae	Ochotona	princeps	347		30	28	3	2.2	30	9	81.1	100	0.0376	7	671	captivity	small	acceptable			0.932	109	313.25
2246	Animalia	Chordata	Mammalia	Lagomorpha	Ochotonidae	Ochotona	pusilla	31		30	22	8	2.8		9		262.5				unknown	small	low					
2247	Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Elephantulus	brachyrhynchus					1.8	5.5	75			44.3				unknown	small	low			0.244	45.3	310.65
2248	Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Elephantulus	edwardii					1.8			11.9		50				unknown	small	low			0.303	49.9	310.75
2249	Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Elephantulus	intufi	335	183	52	38	1.6		67	10		52		9.3	671	captivity	small	acceptable			0.29	46.5	310.35
2250	Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Elephantulus	rozeti			76		2.5	2				48		7.2	671	captivity	small	acceptable			0.288	49	310.25
2251	Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Elephantulus	rufescens	50	50	61	23	1	5.2	84	10.6	29	58	0.0481	7.9	671	captivity	small	acceptable			0.317	53	310.45
2252	Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Macroscelides	proboscideus	44		65	19	1.6			7		40		8.7	671	captivity	medium	acceptable			0.292	39	309.35
2253	Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Petrodromus	tetradactylus					1.2	2		31		210				unknown	small	low			0.852	208	310.65
2254	Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Rhynchocyon	chrysopygus	38		42	15	1	4.5	81	80	180	540		11	671	captivity	small	acceptable					
2255	Animalia	Chordata	Mammalia	Macroscelidea	Macroscelididae	Rhynchocyon	cirnei					1.9	4.5				370				unknown	small	low					
2256	Animalia	Chordata	Mammalia	Microbiotheria	Microbiotheriidae	Dromiciops	gliroides	730	730			3		365			24.05				unknown	small	low					308.3
2257	Animalia	Chordata	Mammalia	Monotremata	Ornithorhynchidae	Ornithorhynchus	anatinus	548	548	17	106	2		365			1250		22.6	671	captivity	small	acceptable			1.931	1030.3	307.15
2258	Animalia	Chordata	Mammalia	Monotremata	Tachyglossidae	Tachyglossus	aculeatus	548	548	22	200	1		730	0.379	400	3500	0.013	49.5	671	captivity	medium	acceptable			2.327	2909	303.85
2259	Animalia	Chordata	Mammalia	Monotremata	Tachyglossidae	Zaglossus	bruijni			10	152	1				400	7500		41.2	671	captivity	tiny	acceptable			6.493	11848.6	303.95
2260	Animalia	Chordata	Mammalia	Notoryctemorphia	Notoryctidae	Notoryctes	typhlops					1					53.25				unknown	small	low					
2261	Animalia	Chordata	Mammalia	Peramelemorphia	Peramelidae	Echymipera	kalubu			13		2.1		120			650				unknown	small	low					308.15
2262	Animalia	Chordata	Mammalia	Peramelemorphia	Peramelidae	Echymipera	rufescens					2.2					1250		3.1	671	captivity	small	acceptable			2.255	886.6	308.05
2263	Animalia	Chordata	Mammalia	Peramelemorphia	Peramelidae	Isoodon	auratus			12		2.6					485		6.7	671	captivity	tiny	acceptable			0.837	428	306.95
2264	Animalia	Chordata	Mammalia	Peramelemorphia	Peramelidae	Isoodon	macrourus	122	200	12	60	4	2.7	58	0.1883	100	1600	0.0145	6.8	671	captivity	small	acceptable			3.202	1551	309.05
2265	Animalia	Chordata	Mammalia	Peramelemorphia	Peramelidae	Isoodon	obesulus	210		15	62	2.73	2.2	140	0.35	125	700	0.0135	6.5	671	captivity	small	acceptable			1.238	717	307.05
2266	Animalia	Chordata	Mammalia	Peramelemorphia	Peramelidae	Perameles	bougainville	120		12		1.8				100	226		5.8	671	captivity	small	acceptable					
2267	Animalia	Chordata	Mammalia	Peramelemorphia	Peramelidae	Perameles	gunnii	91	152	12	60	2	3.8	65	0.25	136.7	766	0.0142	6.1	671	captivity	medium	acceptable			1.902	695	308.35
2268	Animalia	Chordata	Mammalia	Peramelemorphia	Peramelidae	Perameles	nasuta	135		12	66	2.7		53	0.245	150	859		5.6	671	captivity	small	acceptable			1.763	645	309.25
2269	Animalia	Chordata	Mammalia	Peramelemorphia	Peramelidae	Peroryctes	raffrayana	90	150			3					675		3.2	671	captivity	small	questionable					
2270	Animalia	Chordata	Mammalia	Peramelemorphia	Thylacomyidae	Macrotis	lagotis	150		17	110	2	4	175			1300		9.6	671	captivity	medium	acceptable			2.4	1245.5	308.15
2271	Animalia	Chordata	Mammalia	Perissodactyla	Equidae	Equus	asinus	708	1005	359		1			30000		164998		47	671	captivity	large	high			164.92	177500	
2272	Animalia	Chordata	Mammalia	Perissodactyla	Equidae	Equus	caballus	914	973	337	274	1	1	548	38000		300000		57	"Richard Miller, pers. comm."	captivity	large	high	0.0002	4			311.45
2273	Animalia	Chordata	Mammalia	Perissodactyla	Equidae	Equus	grevyi	1278	1461	406	259	1	0.5	575	40000		384000		31	671	captivity	large	high					
2274	Animalia	Chordata	Mammalia	Perissodactyla	Equidae	Equus	hemionus	1157	1187	339	456	1	0.7	458			230000		31.6	671	captivity	medium	acceptable					
2275	Animalia	Chordata	Mammalia	Perissodactyla	Equidae	Equus	kiang			299			0.5				275000		30.1	671	captivity	medium	acceptable					
2276	Animalia	Chordata	Mammalia	Perissodactyla	Equidae	Equus	quagga	900	900	365	395	1	0.6	556	32000	205000	280000	0.0038	38	671	captivity	large	high					
2277	Animalia	Chordata	Mammalia	Perissodactyla	Equidae	Equus	zebra	1009	1279	362	304	1	0.6	670	35000		296000		33.2	671	captivity	medium	acceptable					
2278	Animalia	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	Ceratotherium	simum	1643	1643	515	365	1	0.4	1009	52500		2175000		45	671	captivity	large	high					
2279	Animalia	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	Dicerorhinus	sumatrensis	2738		236	502	1	0.3	1278	23000		1260000		32.8	671	captivity	tiny	acceptable					
2280	Animalia	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	Diceros	bicornis	1826	2254	474	634	1	0.4	1059	36500		1100000	0.0033	49	671	captivity	medium	acceptable					312.15
2281	Animalia	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	Rhinoceros	sondaicus	1278		502	548	1	0.3				1750000				unknown	small	low					
2282	Animalia	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	Rhinoceros	unicornis	1678	2557	479	456	1	0.3	850	58000	885812	1602330		43.5	671	captivity	medium	acceptable					310.55
2283	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Acrocodia	indica	1095	1095	392	183	1	0.5	730	6500		250000		36.5	671	captivity	medium	acceptable					309.95
2284	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirella	bairdii			401		1	0.7		9400		300000		29.6	671	captivity	medium	acceptable					
2285	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	pinchaque			398		1			4270		148950		28.5	671	captivity	small	acceptable					
2286	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	terrestris	1095	1095	398	289	1			6000	86260	250000		39.6	"John Gramieri, pers. comm."	captivity	large	high					309.65
2287	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	crassicaudata			67		1	1	365	350		13014.7				unknown	small	low			6.923	15910	306.55
2288	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	pentadactyla				87	1	1	365	92.5		2350				unknown	tiny	low			3.727	3637.5	306.55
2289	Animalia	Chordata	Mammalia	Pilosa	Bradypodidae	Bradypus	torquatus			150		1					3875				unknown	small	low					
2290	Animalia	Chordata	Mammalia	Pilosa	Bradypodidae	Bradypus	tridactylus	1642	1095	141	38	1	1		179		4250				unknown	small	low					
2291	Animalia	Chordata	Mammalia	Pilosa	Cyclopedidae	Cyclopes	didactylus			135	152	1					266				unknown	tiny	low			0.636	240	306.15
2292	Animalia	Chordata	Mammalia	Pilosa	Megalonychidae	Choloepus	didactylus	1279	1644	279	152	1	1	616	356		6250	0.002	36.8	671	captivity	medium	acceptable					
2293	Animalia	Chordata	Mammalia	Pilosa	Megalonychidae	Choloepus	hoffmanni	730	1095	350	21	1	0.7	456	402		6250		41	"John Gramieri, pers. comm."	captivity	medium	acceptable			3.891	4005.2	307.55
2294	Animalia	Chordata	Mammalia	Pilosa	Myrmecophagidae	Myrmecophaga	tridactyla	1186	1186	184	56	1	1.2		1600		28500	0.0088	31	671	captivity	medium	acceptable			14.543	30600	305.65
2295	Animalia	Chordata	Mammalia	Pilosa	Myrmecophagidae	Tamandua	mexicana			163			1				4500		16	671	captivity	tiny	acceptable			5.124	3884.2	305.15
2296	Animalia	Chordata	Mammalia	Pilosa	Myrmecophagidae	Tamandua	tetradactyla	365		160		1	1.4				4500		19	671	captivity	medium	acceptable			5.015	3500	306.65
2298	Animalia	Chordata	Mammalia	Primates	Aotidae	Aotus	azarae				234	1	1	365			1230		30	774	captivity	small	acceptable					
2299	Animalia	Chordata	Mammalia	Primates	Aotidae	Aotus	lemurinus			135	76	1	1	365	98		874		33.8	671	captivity	medium	acceptable					
2300	Animalia	Chordata	Mammalia	Primates	Aotidae	Aotus	trivirgatus	821	730	142	77	1	1.4	269	88.5	360	800		30.1	671	captivity	medium	acceptable			2.499	914.5	311.15
2301	Animalia	Chordata	Mammalia	Primates	Aotidae	Aotus	vociferans					1					873		22.1	671	captivity	small	acceptable					
2302	Animalia	Chordata	Mammalia	Primates	Atelidae	Alouatta	caraya	1167	928	187	195	1	1	338	187.5		5462.5		32.4	671	captivity	medium	acceptable					
2303	Animalia	Chordata	Mammalia	Primates	Atelidae	Alouatta	guariba										5540				unknown	small	low					
2304	Animalia	Chordata	Mammalia	Primates	Atelidae	Alouatta	palliata	1095	1278	186	433	1	0.6	384	409	1100	7000		24	671	captivity	small	acceptable			11.464	4670	309.15
2305	Animalia	Chordata	Mammalia	Primates	Atelidae	Alouatta	pigra			187		1			480		7000				unknown	small	low					
2306	Animalia	Chordata	Mammalia	Primates	Atelidae	Alouatta	sara										6611				unknown	tiny	low					
2307	Animalia	Chordata	Mammalia	Primates	Atelidae	Alouatta	seniculus	1475		190	372	1	0.7	424	263		6543.2		25	671	captivity	small	acceptable					
2308	Animalia	Chordata	Mammalia	Primates	Atelidae	Ateles	belzebuth	1461	1826	184		1	0.3	1095			7535		37	671	captivity	small	acceptable					
2309	Animalia	Chordata	Mammalia	Primates	Atelidae	Ateles	chamek										6000		42.8	671	captivity	medium	acceptable					
2310	Animalia	Chordata	Mammalia	Primates	Atelidae	Ateles	fusciceps	1515	1826	227	410	1	0.5	882	400		7000		46	671	captivity	large	acceptable					
2311	Animalia	Chordata	Mammalia	Primates	Atelidae	Ateles	geoffroyi	1825	1826	232	821	1	0.3	970	426	2000	7267.5		47.1	671	captivity	large	acceptable					
2312	Animalia	Chordata	Mammalia	Primates	Atelidae	Ateles	marginatus										6000		44	671	captivity	tiny	acceptable					
2313	Animalia	Chordata	Mammalia	Primates	Atelidae	Ateles	paniscus	1516	1280	229	795	1	0.5	1072	452.5	3790	7887.5		46	671	captivity	medium	acceptable					
2314	Animalia	Chordata	Mammalia	Primates	Atelidae	Brachyteles	arachnoides	2738		232	662	1	0.3	730			11170		40	1091	wild	medium	acceptable					
2315	Animalia	Chordata	Mammalia	Primates	Atelidae	Lagothrix	lagothricha	2555	1520	223	352	1	0.5	639	300		7650		32	671	captivity	medium	acceptable					
2316	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Callimico	goeldii	365	395	153	77	1	1.2	179	48.15	215	555	0.0097	22.2	671	captivity	large	high					309.15
2317	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Callithrix	geoffroyi										342		17.6	671	captivity	large	acceptable					
2318	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Callithrix	jacchus	477	382	144	62	2	2	169	26.5	86.67	255.2	0.0172	22.8	671	captivity	large	high			0.848	190	309.15
2319	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Callithrix	kuhlii										342		20	671	captivity	medium	acceptable					
2320	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Callithrix	penicillata					2					307		15.4	671	captivity	medium	acceptable					
2321	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Cebuella	pygmaea	684	638	125	91	2		171	16	70	124		18.6	671	captivity	large	high			0.599	110.7	308.35
2322	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Leontocebus	fuscicollis	546	730	147	91	1.8	1	202	39.9		456.5		24.9	671	captivity	medium	acceptable					
2323	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Leontocebus	nigricollis	850		140	82	1.8	2.9	251	43.5	175	519.2	0.0079	20.2	671	captivity	tiny	acceptable					
2324	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Leontopithecus	chrysomelas					2					535		21.3	671	captivity	large	acceptable					
2325	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Leontopithecus	chrysopygus										570		17.9	671	captivity	medium	questionable					
2326	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Leontopithecus	rosalia	547	730	128	131	2	1.8	189	55.3	165	654.5	0.0077	31.6	671	captivity	large	high					
2327	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Mico	argentatus	304	334	144	120	2	3.2	213	35.1		343.2	0.0059	16.5	671	captivity	medium	acceptable					
2328	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Mico	humeralifer	304	334	144		2			34.5		355.8		15	671	captivity	small	acceptable					
2329	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Saguinus	bicolor			160		1.63					495.8		19	671	captivity	medium	acceptable					
2330	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Saguinus	geoffroyi	548		142	56	2		241	46.03		499.3		20.5	671	captivity	medium	acceptable			1.305	225	
2331	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Saguinus	imperator	546	730	145		2			47		518.5		23.7	671	captivity	large	high					
2332	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Saguinus	labiatus			147	227	1.9	1.2	299	42.33		501.3		20.5	671	captivity	medium	acceptable					
2333	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Saguinus	leucopus			142		2			44		490		15.2	671	captivity	small	acceptable					
2334	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Saguinus	midas	608		127	71	2	1.4	207	40		553.8		21	671	captivity	large	high					
2335	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Saguinus	mystax	486	540	145	171	2		168	46.9		543.5		20	671	captivity	small	acceptable					
2336	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Saguinus	oedipus	548	550	178	52	1.9	1	244	39.36	105	445.5	0.0102	26.2	671	captivity	large	high					
2338	Animalia	Chordata	Mammalia	Primates	Cebidae	Cebus	albifrons	1310	1310	158	274	1	0.7	547	233		2467.5		40.4	671	captivity	medium	acceptable					
2339	Animalia	Chordata	Mammalia	Primates	Cebidae	Cebus	capucinus	1505	2921	162	521	1	0.5	803	230	1350	2655		54	671	captivity	medium	acceptable					
2340	Animalia	Chordata	Mammalia	Primates	Cebidae	Cebus	olivaceus	2190		162	740	1	0.5	792			2552.5		47	671	captivity	medium	acceptable					
2341	Animalia	Chordata	Mammalia	Primates	Cebidae	Saimiri	boliviensis			158		1					615		30.3	671	captivity	large	acceptable					
2342	Animalia	Chordata	Mammalia	Primates	Cebidae	Saimiri	oerstedii			161		1					788.5				unknown	tiny	low					
2343	Animalia	Chordata	Mammalia	Primates	Cebidae	Saimiri	sciureus	1003	1826	161	177	1	1	365	107	403	925	0.0125	30.2	671	captivity	large	high			4.429	836.7	311.15
2344	Animalia	Chordata	Mammalia	Primates	Cebidae	Sapajus	apella	1703		158	307	1.5	0.6	671	239.7	1000	2642.5		46	671	captivity	large	high					
2345	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Allenopithecus	nigroviridis				108	1			221		4702.5		27	671	captivity	medium	acceptable					
2346	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Allochrocebus	lhoesti					1	0.8	485			4700		24.1	671	captivity	medium	acceptable					
2347	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Allochrocebus	preussi					1					5250		26	671	captivity	small	acceptable					
2348	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Allochrocebus	solatus	1734				1	0.7	548			5405				unknown	small	low					
2349	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercocebus	agilis										8000		31	671	captivity	tiny	acceptable					
2350	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercocebus	galeritus	2267		175	365	1				2170	9467.5				unknown	tiny	low					
2351	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercocebus	torquatus	973		167		1	0.9	457			9492.5		46	671	captivity	medium	acceptable					
2352	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	ascanius	1642		147	182	1	0.7	540	371		3705		31.2	671	captivity	medium	acceptable					
2353	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	campbelli	1095		180	365	1					3600		30	671	captivity	small	acceptable					
2354	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	cephus	1460		172	365	1	0.4	821	340		3585		36	671	captivity	small	acceptable					
2355	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	diana	1962			365	1	1	365	475		4550		35.1	671	captivity	medium	acceptable					
2356	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	erythrogaster					1					3250		24	671	captivity	tiny	acceptable					
2357	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	hamlyni										4425		28.6	671	captivity	small	acceptable					
2358	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	mitis	1673	1673	132	315	1	0.5	515	366.4		9000		37.8	671	captivity	medium	acceptable			19.276	8648.7	310.65
2359	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	mona					1			284		4500		30	671	captivity	medium	acceptable					
2360	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	neglectus	1611	2555	177	395	1	1	365	260	1640	5945		30.8	671	captivity	medium	acceptable					
2361	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	nictitans	1460		172		1	0.5	719	406		5465		31	671	captivity	small	acceptable					
2362	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	petaurista					1					3650		29	671	captivity	medium	acceptable					
2363	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	pogonias	1460		165		1	0.5	730	340		3580		27	671	captivity	small	acceptable					
2364	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	wolfi					1			435		3390		24	"John Gramieri, pers. comm."	captivity	small	acceptable					
2365	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Chlorocebus	aethiops	1034	1825	162	182	1	1	357	314	1036	5620		30.8	671	captivity	medium	acceptable					309.95
2366	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Colobus	angolensis					1					8625		35.3	671	captivity	medium	acceptable					
2367	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Colobus	guereza	1461	2192	175	377	1	1	365	397.8	1600	9950		35	671	captivity	large	high			17.037	10623.6	310.15
2368	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Colobus	polykomos	1642	730	185	270	1	0.6	442	708.5	1240	9525		33.9	671	captivity	small	acceptable					
2369	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Erythrocebus	patas	956	1400	167	162	1	1	357	504.5	1950	7750		28.3	671	captivity	medium	acceptable			5.958	3000	312.45
2370	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Lophocebus	albigena	1460		181	233	1	0.4	584	425	2170	9317.5		36	671	captivity	small	acceptable					
2371	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	arctoides	1186	2099	177	299	1	0.6	558	479	2300	9275		29.2	671	captivity	medium	acceptable					
2372	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	assamensis										9100		31.4	671	captivity	medium	acceptable					
2373	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	fascicularis	1238	1544	165	242	1	0.9	431	320	848.4	6362.5		39	671	captivity	large	acceptable					310.75
2374	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	fuscata	1483	1369	174	366	1.5	0.5	514	496	1767	8882.5		38.5	671	captivity	large	high					
2375	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	maura	1825		165	507	1	0.6	669	389.5		5575		33	671	captivity	small	acceptable					
2376	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	mulatta	1231	2007	165	292	1	1	444	464	1454	8235	0.0012	40	1074	captivity	large	high	0.02	15			310.45
2377	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	nemestrina	1125	1095	172	324	1	0.8	405	462.5	1416.5	7912.5	0.0015	37.6	671	captivity	large	acceptable					
2378	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	nigra	1490		176	365	1	0.7	540	461		7965		34	671	captivity	medium	acceptable					
2379	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	ochreata										3950		29	671	captivity	tiny	acceptable					
2380	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	radiata	1295	1795	161	304	1	1	365	394	2000	6755		30	671	captivity	medium	acceptable					
2381	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	silenus	1429	2511	176	365	1	0.7	503	407		7875		40	671	captivity	large	high					
2382	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	sinica	1460		152	396	1	0.7	547	446		4370		29.3	671	captivity	small	acceptable					
2383	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	sylvanus	1399	2007	164	213	1.5	1	365	450	2420	10875		29.1	671	captivity	large	high					
2384	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	thibetana			170	571	1	0.5	730	525	2400	10300		27	671	captivity	tiny	acceptable					
2385	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	tonkeana			173							11950		28.4	671	captivity	medium	acceptable					
2386	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Mandrillus	leucophaeus	1277		179	487	1	0.8	448	772		18250		39	671	captivity	medium	acceptable					
2387	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Mandrillus	sphinx	1186		173	354	1	0.8	532	613	3000	23000		40	671	captivity	large	high					
2388	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Miopithecus	talapoin	1395	2008	169	130	1	1	1096	203.8	450	1384.5		27.7	671	captivity	medium	acceptable					
2389	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Nasalis	larvatus	1460		166	213	1.25	0.7	540	490	2000	14617.5	0.0018	25.1	671	captivity	small	acceptable					
2390	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Papio	hamadryas	1514	1762	171	300	1	0.8	568	814	3950	18000	0.0026	37.5	671	captivity	large	high	0.06	4	21.095	12670.8	311.15
2391	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Presbytis	comata					1					6695				unknown	small	low					
2392	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Presbytis	melalophos					1					6540		20	671	captivity	small	acceptable					
2393	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Presbytis	thomasi										6690				unknown	small	low					
2394	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Pygathrix	nemaeus	1460		171	330	1	1	365	393.5		9720		26	671	captivity	medium	acceptable					
2395	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Rhinopithecus	bieti			170					427		9960				unknown	small	low					
2396	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Rhinopithecus	roxellana			199		1					14750		29.5	671	captivity	small	acceptable					
2397	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Semnopithecus	entellus	1162	1886	192	342	1	0.7	514	500	2100	13516.5		29	671	captivity	medium	acceptable					
2398	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Semnopithecus	johnii					1					12000		34	671	captivity	tiny	acceptable					
2399	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Semnopithecus	vetulus	1278		211	250	1	0.4	784	432.33	1100	7081.8		26.1	671	captivity	small	acceptable					
2400	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus	gelada	1391	2190	168	433	1	0.5	740	464	3900	16200		36	671	captivity	medium	acceptable					
2401	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Trachypithecus	auratus										9720		31.1	671	captivity	medium	acceptable					
2402	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Trachypithecus	cristatus	1461			365	1					6185		28.3	671	captivity	medium	acceptable					
2403	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Trachypithecus	francoisi	1460			398				457		7325		26.3	671	captivity	medium	acceptable					
2404	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Trachypithecus	geei					1					8100				unknown	small	low					
2405	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Trachypithecus	obscurus	1461		145	365	1	0.5		300		7080		33.9	671	captivity	medium	acceptable					
2406	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Trachypithecus	phayrei			167	309	1	0.8	456			8400		28.3	671	captivity	tiny	acceptable					
2407	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Trachypithecus	pileatus										11450		25.2	671	captivity	small	acceptable					
2408	Animalia	Chordata	Mammalia	Primates	Cheirogaleidae	Cheirogaleus	major	365	365	65	47	2.2			18.1		395		13.4	671	captivity	small	questionable					
2409	Animalia	Chordata	Mammalia	Primates	Cheirogaleidae	Cheirogaleus	medius	365		61		22.2	1	365	19		380		29	1301	captivity	medium	acceptable			1.088	300	311.15
2410	Animalia	Chordata	Mammalia	Primates	Cheirogaleidae	Microcebus	murinus	243	243	61	37	2	1	73	6		64.8	0.0362	18.2	671	captivity	medium	acceptable					
2411	Animalia	Chordata	Mammalia	Primates	Cheirogaleidae	Microcebus	rufus			61	40	2.5		73	6.5		55.5				unknown	small	low					
2412	Animalia	Chordata	Mammalia	Primates	Cheirogaleidae	Mirza	coquereli	312	275	89	136	1.8	1	365	14.8		311.2		17.4	671	captivity	small	acceptable					
2413	Animalia	Chordata	Mammalia	Primates	Cheirogaleidae	Phaner	furcifer			174		1					400		25	671	captivity	small	acceptable					
2414	Animalia	Chordata	Mammalia	Primates	Daubentoniidae	Daubentonia	madagascariensis	882		165		1	1	760	109		2277.5		32.3	1301	captivity	small	acceptable					
2415	Animalia	Chordata	Mammalia	Primates	Galagidae	Euoticus	elegantulus			122	60	1		182			315				unknown	small	low			1.205	261.5	
2416	Animalia	Chordata	Mammalia	Primates	Galagidae	Galago	moholi	146	372	124		1.4	2	182	12.3		169.2		16.6	671	captivity	medium	acceptable			0.285	170	
2417	Animalia	Chordata	Mammalia	Primates	Galagidae	Galago	senegalensis	240	300	126	89	1.5	2	225	12.2	100	192.2	0.0169	17.1	671	captivity	medium	acceptable			0.764	171.5	311.05
